sample_id,video_id,clip_id,modality,source_file,duration_s,valid_duration_s,feature_shape,feature_dim,num_bins,bin_width_s,valid_bins,padding_rule,extractor,source_sha256
-s9qJ7ATP7w$_$7,-s9qJ7ATP7w,7,audio,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-s9qJ7ATP7w\7.mp4,6.966016,6.838563,50x74,74,50,0.139320,50,zero vector with audio_mask=0,16 kHz mono; MFCC/chroma/spectral/pitch/energy statistics,5301f4403cf7cd299cc525d2f443392ac70fd70c3c9cd4a09406f2ba4df6734d
-s9qJ7ATP7w$_$7,-s9qJ7ATP7w,7,vision,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-s9qJ7ATP7w\7.mp4,6.966016,6.966016,50x35,35,50,0.139320,50,nearest center frame; zero vector with vision_mask=0,OpenCV face/appearance/texture/optical-flow descriptors,5301f4403cf7cd299cc525d2f443392ac70fd70c3c9cd4a09406f2ba4df6734d
-s9qJ7ATP7w$_$6,-s9qJ7ATP7w,6,text,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-s9qJ7ATP7w\6.mp4,2.475000,2.475000,50x768,768,50,0.049500,50,zero vector with text_mask=0,distilbert-base-uncased; mean of last 4 hidden layers; overlap-weighted pooling,40b684fd1b4559f0f82e72f9b47f4ce7c5e15059fe8d0d8ab112637cd3386451
-s9qJ7ATP7w$_$6,-s9qJ7ATP7w,6,audio,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-s9qJ7ATP7w\6.mp4,2.475000,2.314812,50x74,74,50,0.049500,47,zero vector with audio_mask=0,16 kHz mono; MFCC/chroma/spectral/pitch/energy statistics,40b684fd1b4559f0f82e72f9b47f4ce7c5e15059fe8d0d8ab112637cd3386451
-s9qJ7ATP7w$_$6,-s9qJ7ATP7w,6,vision,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-s9qJ7ATP7w\6.mp4,2.475000,2.475000,50x35,35,50,0.049500,48,nearest center frame; zero vector with vision_mask=0,OpenCV face/appearance/texture/optical-flow descriptors,40b684fd1b4559f0f82e72f9b47f4ce7c5e15059fe8d0d8ab112637cd3386451
-s9qJ7ATP7w$_$8,-s9qJ7ATP7w,8,text,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-s9qJ7ATP7w\8.mp4,3.294987,3.294987,50x768,768,50,0.065900,50,zero vector with text_mask=0,distilbert-base-uncased; mean of last 4 hidden layers; overlap-weighted pooling,1de4d91bd9d9fb508a3779658747da88460db0bdb1beefe7ea5b2c77edfd2239
-s9qJ7ATP7w$_$8,-s9qJ7ATP7w,8,audio,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-s9qJ7ATP7w\8.mp4,3.294987,3.184250,50x74,74,50,0.065900,49,zero vector with audio_mask=0,16 kHz mono; MFCC/chroma/spectral/pitch/energy statistics,1de4d91bd9d9fb508a3779658747da88460db0bdb1beefe7ea5b2c77edfd2239
-s9qJ7ATP7w$_$8,-s9qJ7ATP7w,8,vision,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-s9qJ7ATP7w\8.mp4,3.294987,3.294987,50x35,35,50,0.065900,50,nearest center frame; zero vector with vision_mask=0,OpenCV face/appearance/texture/optical-flow descriptors,1de4d91bd9d9fb508a3779658747da88460db0bdb1beefe7ea5b2c77edfd2239
-yRb-Jum7EQ$_$1,-yRb-Jum7EQ,1,text,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-yRb-Jum7EQ\1.mp4,29.288021,29.288021,50x768,768,50,0.585760,50,zero vector with text_mask=0,distilbert-base-uncased; mean of last 4 hidden layers; overlap-weighted pooling,2f16da1baa8660e5bfc608f5237cdd59725d16e57a19bc02c4556cd2c7129a46
-yRb-Jum7EQ$_$1,-yRb-Jum7EQ,1,audio,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-yRb-Jum7EQ\1.mp4,29.288021,29.109750,50x74,74,50,0.585760,50,zero vector with audio_mask=0,16 kHz mono; MFCC/chroma/spectral/pitch/energy statistics,2f16da1baa8660e5bfc608f5237cdd59725d16e57a19bc02c4556cd2c7129a46
-yRb-Jum7EQ$_$1,-yRb-Jum7EQ,1,vision,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-yRb-Jum7EQ\1.mp4,29.288021,29.288021,50x35,35,50,0.585760,50,nearest center frame; zero vector with vision_mask=0,OpenCV face/appearance/texture/optical-flow descriptors,2f16da1baa8660e5bfc608f5237cdd59725d16e57a19bc02c4556cd2c7129a46
-yRb-Jum7EQ$_$5,-yRb-Jum7EQ,5,text,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-yRb-Jum7EQ\5.mp4,13.169010,13.169010,50x768,768,50,0.263380,50,zero vector with text_mask=0,distilbert-base-uncased; mean of last 4 hidden layers; overlap-weighted pooling,6d6145293cf84d1fc8324dfa8d39465e2d7fc07affb67ff68deeabf6e3c410d9
-yRb-Jum7EQ$_$5,-yRb-Jum7EQ,5,audio,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-yRb-Jum7EQ\5.mp4,13.169010,13.044562,50x74,74,50,0.263380,50,zero vector with audio_mask=0,16 kHz mono; MFCC/chroma/spectral/pitch/energy statistics,6d6145293cf84d1fc8324dfa8d39465e2d7fc07affb67ff68deeabf6e3c410d9
-yRb-Jum7EQ$_$5,-yRb-Jum7EQ,5,vision,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-yRb-Jum7EQ\5.mp4,13.169010,13.169010,50x35,35,50,0.263380,50,nearest center frame; zero vector with vision_mask=0,OpenCV face/appearance/texture/optical-flow descriptors,6d6145293cf84d1fc8324dfa8d39465e2d7fc07affb67ff68deeabf6e3c410d9
-yRb-Jum7EQ$_$6,-yRb-Jum7EQ,6,text,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-yRb-Jum7EQ\6.mp4,11.241995,11.241995,50x768,768,50,0.224840,50,zero vector with text_mask=0,distilbert-base-uncased; mean of last 4 hidden layers; overlap-weighted pooling,b51eb9ad06de804934cb6a315de591ba9ff7f8aa71bffff7f8001ab29945d989
-yRb-Jum7EQ$_$6,-yRb-Jum7EQ,6,audio,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-yRb-Jum7EQ\6.mp4,11.241995,11.242000,50x74,74,50,0.224840,50,zero vector with audio_mask=0,16 kHz mono; MFCC/chroma/spectral/pitch/energy statistics,b51eb9ad06de804934cb6a315de591ba9ff7f8aa71bffff7f8001ab29945d989
-yRb-Jum7EQ$_$6,-yRb-Jum7EQ,6,vision,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-yRb-Jum7EQ\6.mp4,11.241995,11.241995,50x35,35,50,0.224840,50,nearest center frame; zero vector with vision_mask=0,OpenCV face/appearance/texture/optical-flow descriptors,b51eb9ad06de804934cb6a315de591ba9ff7f8aa71bffff7f8001ab29945d989
